slug,provider,offer,actionButtons,toolType,programmingLanguage,tag,description,planType,planName,price,trial,starred,dependencies,latestKnownVersion,latestKnownReleaseDate,maintainer,license
web3auth-base,Web3Auth,,"[""[Website](https://web3auth.io/index.html)"",""[Docs](https://web3auth.io/docs/)""]",SDK,JavaScript,"[""Social logins"",""Wallet SDK""]",OAuth-based social login SDK enabling non-custodial key management and quick user onboarding for Web3 applications,Free,Base,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
web3auth-enterprise,Web3Auth,,"[""[Contact](https://calendly.com/elishamm/sales?month=2026-01)"",""[Docs](https://web3auth.io/docs/)""]",SDK,JavaScript,"[""Social logins"",""Wallet SDK""]",OAuth-based social login SDK enabling non-custodial key management and quick user onboarding for Web3 applications,Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
web3auth-growth,Web3Auth,,"[""[Buy](https://web3auth.io/pricing.html)"",""[Docs](https://web3auth.io/docs/)""]",SDK,JavaScript,"[""Social logins"",""Wallet SDK""]",OAuth-based social login SDK enabling non-custodial key management and quick user onboarding for Web3 applications,Tiered,Growth,$69/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
web3auth-scale,Web3Auth,,"[""[Buy](https://web3auth.io/pricing.html)"",""[Docs](https://docs.metamask.io/embedded-wallets/)""]",SDK,JavaScript,"[""Social logins"",""Wallet SDK""]",OAuth-based social login SDK enabling non-custodial key management and quick user onboarding for Web3 applications,Tiered,Scale,$399/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
web3j,Web3j,,"[""[Docs](https://docs.web3j.io/)"",""[GitHub](https://github.com/LFDT-web3j/web3j)""]",Library,Java,"[""Ethereum"",""Java"",""Android"",""JSON-RPC"",""Smart contracts""]","Modular Java and Android library for integrating applications with Ethereum-compatible nodes, wallets, transactions, and smart contracts.",Public,,$0,FALSE,FALSE,,,,,
wormhole-sdk-free,Wormhole,SDK,"[""[Docs](https://wormhole.com/docs/tools/typescript-sdk/get-started/)""]",SDK,TypeScript,"[""Cross-chain messaging"",""Interoperability"",""Multi-chain SDK"",""Bridge infrastructure""]",Open-source TypeScript SDK that enables developers to build cross-chain applications and transfer tokens or messages across multiple blockchains using the Wormhole interoperability protocol,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,Apache-2.0
wormhole-sdk-usage,Wormhole,SDK,"[""[Docs](https://wormhole.com/docs/tools/typescript-sdk/get-started/)""]",SDK,TypeScript,"[""Cross-chain messaging"",""Interoperability"",""Multi-chain SDK"",""Bridge infrastructure""]",SDK used to build cross-chain applications on Wormhole where developers pay relayer and blockchain gas fees for message passing and token transfers across networks,Pay-as-you-go,,Variable network gas + relayer fees,FALSE,FALSE,,TBD,TBD,TBD,Apache-2.0
zerion-de-fi-sdk-builder,DeFi,SDK,"[""[Website](https://github.com/zeriontech/defi-sdk)"",""[Buy](https://zerion.io/api#:~:text=Pricing%20Tiers,Custom%20Pricing%20&%20Features)""]",Decentralized Finance Protocol Integration SDK,JavaScript,"[""Portfolio Management"",""Liquidity Aggregation"",""Protocol Integration""]","It is an open-source system of smart contracts that provides a unified, simplified interface for developers to interact with a wide range of Decentralized Finance (DeFi) protocols",Tiered,Builder,$149/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
zerion-de-fi-sdk-developer,DeFi,SDK,"[""[Website](https://github.com/zeriontech/defi-sdk)"",""[Buy](https://zerion.io/api#:~:text=Pricing%20Tiers,Custom%20Pricing%20&%20Features)""]",Decentralized Finance Protocol Integration SDK,JavaScript,"[""Portfolio Management"",""Liquidity Aggregation"",""Protocol Integration""]","It is an open-source system of smart contracts that provides a unified, simplified interface for developers to interact with a wide range of Decentralized Finance (DeFi) protocols",Tiered,Developer,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
zerion-de-fi-sdk-enterprise,DeFi,SDK,"[""[Website](https://github.com/zeriontech/defi-sdk)"",""[Buy](https://zerion.io/api#:~:text=Pricing%20Tiers,Custom%20Pricing%20&%20Features)""]",Decentralized Finance Protocol Integration SDK,JavaScript,"[""Portfolio Management"",""Liquidity Aggregation"",""Protocol Integration""]","It is an open-source system of smart contracts that provides a unified, simplified interface for developers to interact with a wide range of Decentralized Finance (DeFi) protocols",Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
zerion-de-fi-sdk-starter,DeFi,SDK,"[""[Website](https://github.com/zeriontech/defi-sdk)"",""[Buy](https://zerion.io/api#:~:text=Pricing%20Tiers,Custom%20Pricing%20&%20Features)""]",Decentralized Finance Protocol Integration SDK,JavaScript,"[""Portfolio Management"",""Liquidity Aggregation"",""Protocol Integration""]","It is an open-source system of smart contracts that provides a unified, simplified interface for developers to interact with a wide range of Decentralized Finance (DeFi) protocols",Tiered,Starter,$499/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
zksync-sdk,Zksync,,"[""[Docs](https://docs.zksync.io/zksync-network/sdk)""]",SDK,JavaScript,"[""SDK""]",Trustless asset transfers and fast cross-chain interactions between ZKsync chains,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
