slug,provider,offer,actionButtons,serverType,hostingType,transportType,mcpEndpoint,authType,credentialKey,selfHostedCommand,selfHostedArgs,selfHostedRequiredEnvVars,x402,onChainWrite,agentSkills,tag,description,planType,planName,price,trial,starred
magic-docs-mcp,Magic,,"[""[Website](https://magic.link/)"",""[Docs](https://docs.magic.link/mcp)""]",docs,Hosted,http,"https://docs.magic.link/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Magic"",""wallets"",""authentication"",""documentation"",""AI agents""]","Official Magic documentation MCP server for AI agents to search Magic docs, API references, and integration guides for wallet authentication and embedded web3 onboarding via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
mayan-finance-docs-mcp,Mayan Finance,,"[""[Website](https://mayan.finance/)"",""[Docs](https://docs.mayan.finance/mcp)""]",docs,Hosted,http,"https://docs.mayan.finance/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Mayan Finance"",""cross-chain"",""swap"",""documentation"",""AI agents""]","Official Mayan Finance documentation MCP server for AI agents to search cross-chain swap docs, API references, and integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
mcp-etherscan-server,CrazyRabbitLTC,,"[""[Website](https://github.com/crazyrabbitLTC/mcp-etherscan-server)"",""[Docs](https://github.com/crazyrabbitLTC/mcp-etherscan-server#readme)""]",explorers,Self-hosted,stdio,,API Key,,node,"[""/path/to/mcp-etherscan-server/build/index.js""]","[""ETHERSCAN_API_KEY""]",FALSE,FALSE,"[""eth-balance-check"",""transaction-history"",""contract-abi-fetch""]","[""Ethereum"",""Etherscan"",""on-chain data"",""AI agents""]",MCP server exposing Ethereum data tools through the Etherscan API,Free,,$0,FALSE,FALSE
messari-docs-mcp,Messari,,"[""[Website](https://messari.io/)"",""[Docs](https://docs.messari.io/mcp)""]",docs,Hosted,http,"https://docs.messari.io/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Messari"",""analytics"",""market intelligence"",""documentation"",""AI agents""]","Official Messari documentation MCP server for AI agents to search Messari docs, API references, and analytics integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
misttrack-mcp,SlowMist,,"[""[Website](https://github.com/slowmist/MistTrackMCP)"",""[Docs](https://docs.misttrack.io/openapi/overview)""]",analytics,Self-hosted,stdio,,API Key,misttrack,npx,"[""-y"",""misttrack@latest""]","[""MISTTRACK_API_KEY""]",FALSE,FALSE,"[""address-risk-scoring"",""aml-screening"",""transaction-tracing"",""fund-flow-analysis""]","[""AML"",""security"",""analytics"",""multi-chain"",""blockchain forensics"",""AI agents""]",MCP server providing blockchain AML risk analysis and on-chain tracing via the MistTrack API across 19 networks,Free,,$0,FALSE,FALSE
mobula-docs-mcp,Mobula,,"[""[Website](https://mobula.io/)"",""[Docs](https://docs.mobula.io/)""]",docs,Hosted,http,"https://docs.mobula.io/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Mobula"",""market data"",""documentation"",""AI agents""]","Official Mobula documentation MCP server for AI agents to search Mobula API docs, endpoint references, and integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
monad-docs-mcp,Monad,,"[""[Website](https://monad.xyz/)"",""[Docs](https://docs.monad.xyz/)""]",docs,Hosted,http,"https://docs.monad.xyz/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Monad"",""L1"",""documentation"",""AI agents""]","Official Monad documentation MCP server for AI agents to search Monad docs, API references, and developer guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
moralis-mcp-server,Moralis,,"[""[Docs](https://docs.moralis.com/data-api/cortex-api/overview#option-2-mcp-server-self-hosted)""]",apis,Self-hosted,stdio,,API Key,,npx,"[""@moralisweb3/api-mcp-server""]","[""MORALIS_API_KEY""]",FALSE,FALSE,"[""wallet-activity-query"",""token-metrics-query"",""nft-data-query"",""transaction-history""]","[""EVM"",""Solana"",""blockchain data"",""analytics"",""AI agents""]","Official Moralis MCP server for AI agents to query blockchain data including wallet activity, token metrics, NFT ownership, and transaction history across EVM chains and Solana",Free,,$0,FALSE,FALSE
nansen-mcp,Nansen,,"[""[Website](https://agents.nansen.ai/)"",""[Docs](https://docs.nansen.ai/mcp/connecting)""]",analytics,Hosted,http,"https://mcp.nansen.ai/ra/mcp",API Key,nansen,,,,TRUE,FALSE,"[""smart-money-tracking"",""wallet-profiling"",""token-analytics"",""token-screener"",""wallet-pnl"",""address-profiling""]","[""analytics"",""smart money"",""wallet intelligence"",""multi-chain"",""AI agents""]","Official Nansen MCP server for AI agents to access institutional-grade blockchain analytics—smart money signals, wallet profiling, token flows, and PnL analysis—across 18+ chains via a hosted HTTP endpoint",Free,,$0,FALSE,FALSE
nodit-mcp-server,Nodit,,"[""[Website](https://github.com/noditlabs/nodit-mcp-server)"",""[Docs](https://developer.nodit.io/)""]",apis,Self-hosted,stdio,,API Key,nodit,npx,"[""@noditlabs/nodit-mcp-server@latest""]","[""NODIT_API_KEY""]",FALSE,FALSE,"[""blockchain-data-query"",""node-api-access""]","[""Blockchain data"",""Node API"",""Multi-chain"",""On-chain data"",""AI agents""]","MCP server for AI agents to interact with blockchain data via Nodit's Web3 Data and Node APIs, enabling LLMs to access structured multi-chain blockchain context with zero blockchain-specific logic",Free,,$0,FALSE,FALSE
nodit-remote-mcp,Nodit,,"[""[Website](https://github.com/noditlabs/nodit-mcp-server)"",""[Docs](https://developer.nodit.io/)""]",apis,Hosted,sse,"https://mcp.nodit.io/sse",API Key,nodit,,,,FALSE,FALSE,"[""blockchain-data-query"",""node-api-access""]","[""Blockchain data"",""Node API"",""Multi-chain"",""On-chain data"",""AI agents""]",Official Nodit hosted remote MCP server for AI agents to access multi-chain blockchain data via SSE—no local installation required; connect directly with a Nodit API key,Free,,$0,FALSE,FALSE
onramper-docs-mcp,Onramper,,"[""[Website](https://onramper.com/)"",""[Docs](https://docs.onramper.com/mcp)""]",docs,Hosted,http,"https://docs.onramper.com/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Onramper"",""fiat onramp"",""offramp"",""documentation"",""AI agents""]","Official Onramper documentation MCP server for AI agents to search Onramper docs, API references, and integration guides for fiat onramp and offramp aggregation via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
openfort-docs-mcp,Openfort,,"[""[Website](https://www.openfort.io/)"",""[Docs](https://www.openfort.io/docs)""]",docs,Hosted,http,"https://www.openfort.io/api/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Openfort"",""wallet infrastructure"",""documentation"",""developer tools"",""AI agents""]","Official Openfort documentation MCP endpoint for AI agents to search Openfort docs and related SDK sources via hosted HTTP",Free,,$0,FALSE,FALSE
optimism-docs-mcp,Optimism,,"[""[Website](https://www.optimism.io/)"",""[Docs](https://docs.optimism.io/)""]",docs,Hosted,http,"https://docs.optimism.io/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Optimism"",""Layer 2"",""OP Stack"",""documentation"",""AI agents""]","Official Optimism documentation MCP server for AI agents to search Optimism docs, API references, and OP Stack developer guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
orbitflare-docs-mcp,OrbitFlare,,"[""[Website](https://orbitflare.com/)"",""[Docs](https://docs.orbitflare.com/mcp)""]",docs,Hosted,http,"https://docs.orbitflare.com/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""OrbitFlare"",""Solana"",""infrastructure"",""documentation"",""AI agents""]","Official OrbitFlare documentation MCP server for AI agents to search OrbitFlare docs, API references, and Solana infrastructure guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
orderly-docs-mcp,Orderly,,"[""[Website](https://orderly.network/)"",""[Docs](https://orderly.network/docs/mcp)""]",docs,Hosted,http,"https://orderly.network/docs/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Orderly"",""trading"",""orderbook"",""documentation"",""AI agents""]","Official Orderly documentation MCP server for AI agents to search Orderly docs, API references, and trading infrastructure guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
ormi-labs-docs-mcp,Ormi Labs,,"[""[Website](https://ormilabs.com/)"",""[Docs](https://docs.ormilabs.com/mcp)""]",docs,Hosted,http,"https://docs.ormilabs.com/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Ormi Labs"",""indexing"",""DeFi"",""documentation"",""AI agents""]","Official Ormi Labs documentation MCP server for AI agents to search Ormi docs, API references, and developer guides for decentralized indexing and onchain analytics via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
particle-docs-mcp,Particle,,"[""[Website](https://particle.network/)"",""[Docs](https://developers.particle.network/mcp)""]",docs,Hosted,http,"https://developers.particle.network/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Particle"",""documentation"",""developer platform"",""AI agents""]","Official Particle documentation MCP server for AI agents to search Particle docs, API references, and wallet abstraction integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
phantom-docs-mcp,Phantom,,"[""[Website](https://phantom.com/)"",""[Docs](https://docs.phantom.com/mcp)""]",docs,Hosted,http,"https://docs.phantom.com/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Phantom"",""documentation"",""wallets"",""AI agents""]","Official Phantom documentation MCP server for AI agents to search Phantom developer docs, API references, and wallet integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
philidor-defi-vaults,Philidor,,"[""[Docs](https://docs.philidor.io/docs)"",""[GitHub](https://github.com/Philidor-Labs/philidor-mcp)""]",analytics,Hosted,http,"https://mcp.philidor.io/api/mcp",None,,,,,FALSE,FALSE,"[""defi-vault-search"",""vault-risk-scoring"",""vault-comparison"",""protocol-research""]","[""DeFi"",""analytics"",""vault"",""risk"",""multi-chain"",""AI agents""]","Hosted MCP server providing DeFi vault risk analytics for AI agents — search and score 700+ vaults across Morpho, Aave, Yearn, Beefy, and Spark on six EVM chains. No API key required.",Free,,$0,FALSE,FALSE
pinata-docs-mcp,Pinata,,"[""[Website](https://pinata.cloud/)"",""[Docs](https://docs.pinata.cloud/mcp)""]",docs,Hosted,http,"https://docs.pinata.cloud/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Pinata"",""IPFS"",""storage"",""documentation"",""AI agents""]","Official Pinata documentation MCP server for AI agents to search Pinata docs, API references, and IPFS storage integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
portal-docs-mcp,Portal,,"[""[Website](https://www.portalhq.io/)"",""[Docs](https://docs.portalhq.io/)""]",docs,Hosted,http,"https://docs.portalhq.io/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Portal"",""wallet infrastructure"",""documentation"",""AI agents""]","Official Portal documentation MCP server for AI agents to search Portal docs, API references, and wallet infrastructure integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
portals-mcp-server,Portals Protocol,,"[""[Website](https://github.com/portalsprotocol/mcp-server)"",""[Docs](https://github.com/portalsprotocol/mcp-server#readme)""]",services,Self-hosted,stdio,,None,,npx,"[""-y"",""@portalsprotocol/mcp-server""]","[""PORTALS_WHITELIST""]",FALSE,TRUE,"[""defi-tool-access"",""solana-defi""]","[""Solana"",""DeFi"",""AI agents""]",MCP server for Portals Protocol to give AI agents access to decentralized tools on Solana,Free,,$0,FALSE,FALSE
privy-docs-mcp,Privy,,"[""[Website](https://www.privy.io/)"",""[Docs](https://docs.privy.io/mcp)""]",docs,Hosted,http,"https://docs.privy.io/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Privy"",""wallets"",""web3"",""documentation"",""developer platform"",""AI agents""]","Official Privy documentation MCP server for AI agents to search Privy docs, in-app wallet guides, and API references for web3 user onboarding and key management via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
public-urls-mcp,Chain.Love,,"[""[Website](https://www.chain.love/)""]",services,Hosted,http,"https://app.chain.love/chain-list-mcp/mcp",None,,,,,FALSE,FALSE,"[""rpc-discovery"",""network-metadata"",""public-rpc-lookup""]","[""RPC"",""network discovery"",""multi-chain"",""AI agents""]",MCP server that helps AI agents discover public blockchain RPC endpoints and network metadata.,Free,,$0,FALSE,FALSE
pyth-pro-mcp,Pyth Network,,"[""[Docs](https://docs.pyth.network/price-feeds/pro/mcp)"",""[Website](https://www.pyth.network/)""]",analytics,Hosted,http,"https://mcp.pyth.network/mcp",None,,,,,FALSE,FALSE,"[""oracle-query"",""price-feeds"",""historical-data"",""candlestick-data""]","[""oracle"",""price feeds"",""DeFi"",""multi-chain"",""AI agents""]","Official Pyth Pro MCP server providing AI assistants direct access to real-time and historical price data for 1900+ assets across crypto, FX, equities, and commodities. Most tools are free; real-time prices via get_latest_price require a Pyth Pro access token.",Freemium,Free,$0,FALSE,FALSE
quicknode-mcp,QuickNode,,"[""[Website](https://www.quicknode.com/)"",""[Docs](https://www.quicknode.com/docs/build-with-ai/quicknode-mcp)""]",services,Hosted,http,"https://mcp.quicknode.com/mcp",OAuth/PAT,quicknode,,,,FALSE,FALSE,"[""endpoint-management"",""usage-monitoring"",""security-config"",""billing-analytics""]","[""QuickNode"",""infrastructure"",""blockchain nodes"",""AI agents""]","Official QuickNode MCP server for AI agents to manage blockchain infrastructure via natural language — create and configure RPC endpoints, monitor usage, set security policies, and review billing data via a hosted HTTP endpoint",Free,,$0,FALSE,FALSE
redstone-mcp,RedStone,,"[""[Website](https://www.redstone.finance/)"",""[Docs](https://docs.redstone.finance/docs/introduction)""]",analytics,Hosted,http,"https://mcp.redstone.finance/mcp",None,,,,,FALSE,FALSE,"[""price-query"",""price-change-analysis"",""supported-token-query""]","[""RedStone"",""oracle"",""price feeds"",""analytics"",""AI agents""]","Official RedStone hosted MCP server for AI agents to query live token prices, analyze price changes, and discover supported assets via a public streamable HTTP endpoint",Free,,$0,FALSE,FALSE
relay-docs-mcp,Relay,,"[""[Website](https://relay.link/)"",""[Docs](https://docs.relay.link/mcp)""]",docs,Hosted,http,"https://docs.relay.link/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Relay"",""documentation"",""cross-chain"",""AI agents""]","Official Relay documentation MCP server for AI agents to search Relay docs, API references, and cross-chain integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
reown-docs-mcp,Reown,,"[""[Website](https://reown.com/)"",""[Docs](https://docs.reown.com/mcp)""]",docs,Hosted,http,"https://docs.reown.com/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Reown"",""WalletConnect"",""wallet connections"",""AppKit"",""documentation"",""AI agents""]","Official Reown documentation MCP server for AI agents to search Reown docs, AppKit integration guides, and API references for wallet connection infrastructure (formerly WalletConnect) via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
rhinofi-docs-mcp,RhinoFi,,"[""[Website](https://rhino.fi/)"",""[Docs](https://docs.rhino.fi/get-started/introduction)""]",docs,Hosted,http,"https://docs.rhino.fi/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""RhinoFi"",""DeFi"",""cross-chain"",""documentation"",""AI agents""]","Official RhinoFi documentation MCP server for AI agents to search rhino.fi docs, API references, and cross-chain DeFi integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
rubic-docs-mcp,Rubic,,"[""[Website](https://rubic.exchange)"",""[Docs](https://docs.rubic.finance/mcp)""]",docs,Hosted,http,"https://docs.rubic.finance/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Rubic"",""cross-chain"",""bridge"",""documentation"",""AI agents""]","Official Rubic documentation MCP server for AI agents to search Rubic docs, API references, and cross-chain integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
sardine-docs-mcp,Sardine,,"[""[Website](https://www.sardine.ai/)"",""[Docs](https://docs.sardine.ai/mcp)""]",docs,Hosted,http,"https://docs.sardine.ai/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Sardine"",""fraud prevention"",""compliance"",""web3"",""documentation"",""AI agents""]","Official Sardine documentation MCP server for AI agents to search Sardine docs, API references, and developer guidance for fraud prevention and compliance tooling via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
sentio-docs-mcp,Sentio,,"[""[Website](https://sentio.xyz/)"",""[Docs](https://docs.sentio.xyz/mcp)""]",docs,Hosted,http,"https://docs.sentio.xyz/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Sentio"",""on-chain analytics"",""monitoring"",""documentation"",""AI agents""]","Official Sentio documentation MCP endpoint for AI agents to search Sentio docs, API references, and integration guidance via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
sequence-docs-mcp,Sequence,,"[""[Website](https://sequence.xyz/)"",""[Docs](https://docs.sequence.xyz/mcp)""]",docs,Hosted,http,"https://docs.sequence.xyz/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Sequence"",""wallet infrastructure"",""smart wallets"",""documentation"",""AI agents""]","Official Sequence documentation MCP server for AI agents to search Sequence docs, wallet infrastructure integration guides, and API references via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
solana-developer-mcp,Solana,,"[""[Website](https://mcp.solana.com)"",""[Docs](https://github.com/solana-foundation/solana-mcp-official)""]",services,Hosted,http,"https://mcp.solana.com/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""anchor-framework-help"",""developer-guidance""]","[""Solana"",""documentation"",""developer platform"",""AI agents""]","Official Solana Foundation MCP server for AI agents to query up-to-date Solana documentation, get Anchor framework guidance, and access developer resources via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
solana-developer-mcp-sse,Solana,,"[""[Website](https://mcp.solana.com)"",""[Docs](https://github.com/solana-foundation/solana-mcp-official)""]",services,Hosted,sse,"https://mcp.solana.com/sse",None,,,,,FALSE,FALSE,"[""documentation-search"",""anchor-framework-help"",""developer-guidance""]","[""Solana"",""documentation"",""developer platform"",""AI agents""]","Official Solana Foundation MCP SSE endpoint for AI agents that need Server-Sent Events transport while querying up-to-date Solana documentation and developer guidance",Free,,$0,FALSE,FALSE
solana-mcp-agent-kit,SolanaMCP,,"[""[Website](https://github.com/solanamcp/solana-mcp)"",""[Docs](https://github.com/solanamcp/solana-mcp#readme)""]",wallets,Self-hosted,stdio,,None,,,,,FALSE,TRUE,"[""wallet-management"",""transaction-execution"",""solana-operations""]","[""Solana"",""wallet"",""agent kit"",""AI agents""]",Solana Agent Kit MCP server for wallet and transaction workflows on Solana,Free,,$0,FALSE,FALSE
solana-mcp-server-opensvm,OpenSVM,,"[""[Website](https://github.com/openSVM/solana-mcp-server)"",""[Docs](https://github.com/openSVM/solana-mcp-server#readme)""]",apis,Self-hosted,stdio,,None,,,,,FALSE,TRUE,"[""solana-rpc"",""transaction-send"",""account-query""]","[""Solana"",""RPC"",""on-chain actions"",""AI agents""]",Solana MCP server enabling Solana RPC method access for AI agents,Free,,$0,FALSE,FALSE
solx402-mcp-server,Leandro Gavidia,,"[""[Website](https://github.com/leandrogavidia/solx402-mcp-server)"",""[Docs](https://github.com/leandrogavidia/solx402-mcp-server#readme)""]",wallets,Self-hosted,stdio,,None,,,,,TRUE,TRUE,"[""x402-payments"",""solana-payments""]","[""Solana"",""x402"",""payments"",""AI agents""]",MCP server enabling AI assistants to interact with x402 payment flows on Solana,Free,,$0,FALSE,FALSE
sprintcheckout-docs-mcp,Sprintcheckout,,"[""[Website](https://sprintcheckout.com/)"",""[Docs](https://docs.sprintcheckout.com/mcp)""]",docs,Hosted,http,"https://docs.sprintcheckout.com/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Sprintcheckout"",""payments"",""crypto"",""documentation"",""AI agents""]","Official Sprintcheckout documentation MCP server for AI agents to search Sprintcheckout docs, API references, and integration guides for crypto checkout and payments via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
starknet-docs-mcp,StarkWare,,"[""[Website](https://www.starknet.io/)"",""[Docs](https://docs.starknet.io/)""]",docs,Hosted,http,"https://docs.starknet.io/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Starknet"",""Layer 2"",""ZK-rollup"",""documentation"",""AI agents""]","Official Starknet documentation MCP server for AI agents to search Starknet docs, API references, and Cairo development guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
swaps-docs-mcp,Swaps,,"[""[Website](https://www.swaps.xyz/)"",""[Docs](https://docs.swaps.xyz/mcp)""]",docs,Hosted,http,"https://docs.swaps.xyz/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Swaps"",""onchain UX"",""documentation"",""AI agents""]","Official Swaps documentation MCP server for AI agents to search Swaps docs, API references, and onchain integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
symbiosis-mcp,Symbiosis,,"[""[Website](https://symbiosis.finance/)"",""[Docs](https://docs.symbiosis.finance/)""]",services,Hosted,http,"https://mcp.symbiosis.finance/mcp",None,,,,,FALSE,TRUE,"[""swap-quote"",""swap-calldata"",""transaction-broadcast"",""balance-query"",""supported-chains-query""]","[""Symbiosis"",""cross-chain"",""bridge"",""DeFi"",""AI agents""]","Official Symbiosis hosted MCP server for AI agents to discover routes, build swap calldata, broadcast transactions, and query balances across supported chains via a public streamable HTTP endpoint",Free,,$0,FALSE,FALSE
tatum-blockchain-mcp,Tatum,,"[""[Website](https://tatum.io/mcp)"",""[Docs](https://docs.tatum.io)"",""[GitHub](https://github.com/tatumio/blockchain-mcp)""]",apis,Self-hosted,stdio,,API Key,,npx,"[""@tatumio/blockchain-mcp""]","[""TATUM_API_KEY""]",FALSE,TRUE,"[""multichain-data-query"",""rpc-gateway"",""nft-query"",""wallet-portfolio-query""]","[""blockchain data"",""infrastructure"",""multi-chain"",""on-chain data"",""AI agents""]",Official Tatum MCP server for AI agents to query blockchain data and execute RPC calls across 130+ networks,Free,,$0,FALSE,FALSE
tatum-docs-mcp,Tatum,,"[""[Website](https://tatum.io/)"",""[Docs](https://docs.tatum.io/mcp)""]",docs,Hosted,http,"https://docs.tatum.io/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Tatum"",""blockchain APIs"",""multi-chain"",""documentation"",""AI agents""]","Official Tatum documentation MCP server for AI agents to search Tatum docs, API references, and multi-chain integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
thirdweb-mcp,Thirdweb,,"[""[Website](https://thirdweb.com/)"",""[Docs](https://portal.thirdweb.com/ai/mcp)""]",services,Hosted,http,,API Key,thirdweb,,,,FALSE,TRUE,"[""wallet-management"",""smart-contract-deployment"",""transaction-send"",""on-chain-data""]","[""EVM"",""multi-chain"",""wallet"",""smart contracts"",""AI agents""]","Official thirdweb hosted MCP server for AI agents to manage server wallets, deploy smart contracts, query on-chain data via Insight, and execute transactions across any EVM chain",Free,,$0,FALSE,FALSE
token-minter-mcp,KukaPay,,"[""[Website](https://github.com/kukapay/token-minter-mcp)"",""[Docs](https://github.com/kukapay/token-minter-mcp#readme)""]",smart-contract,Self-hosted,stdio,,API Key,,node,"[""path/to/token-minter-mcp/server/index.js""]","[""INFURA_KEY"",""PRIVATE_KEY""]",FALSE,TRUE,"[""erc20-token-deployment"",""token-transfer"",""token-metadata-query"",""balance-check""]","[""EVM"",""ERC-20"",""token minting"",""smart contracts"",""AI agents""]",MCP server providing tools for AI agents to deploy and manage ERC-20 tokens across 21 EVM blockchains via Infura API,Free,,$0,FALSE,FALSE
token-revoke-mcp,KukaPay,,"[""[Website](https://github.com/kukapay/token-revoke-mcp)"",""[Docs](https://github.com/kukapay/token-revoke-mcp#readme)""]",smart-contract,Self-hosted,stdio,,API Key,,node,"[""path/to/token-revoke-mcp/index.js""]","[""MORALIS_API_KEY"",""PRIVATE_KEY""]",FALSE,TRUE,"[""token-approval-check"",""token-approval-revoke"",""transaction-status-check""]","[""EVM"",""ERC-20"",""token approvals"",""security"",""AI agents""]",MCP server for AI agents to check and revoke ERC-20 token allowances across multiple EVM blockchains using the Moralis API,Free,,$0,FALSE,FALSE
ton-docs-mcp,TON,,"[""[Website](https://ton.org/)"",""[Docs](https://docs.ton.org/onboarding/ai/mcp)""]",docs,Hosted,http,"https://docs.ton.org/onboarding/ai/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""TON"",""The Open Network"",""Layer 1"",""documentation"",""AI agents""]","Official TON documentation MCP server for AI agents to search TON docs, API references, and developer guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
tonhub-docs-mcp,Tonhub,,"[""[Website](https://tonhub.com/)"",""[Docs](https://docs.tonhub.com/mcp)""]",docs,Hosted,http,"https://docs.tonhub.com/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""TON"",""wallet"",""Tonhub"",""documentation"",""AI agents""]","Official Tonhub documentation MCP server for AI agents to search Tonhub developer docs, wallet integration guides, and TON ecosystem references via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
turnkey-docs-mcp,Turnkey,,"[""[Website](https://www.turnkey.com/)"",""[Docs](https://docs.turnkey.com/mcp)""]",docs,Hosted,http,"https://docs.turnkey.com/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Turnkey"",""wallet infrastructure"",""embedded wallets"",""documentation"",""AI agents""]","Official Turnkey documentation MCP server for AI agents to search Turnkey docs, wallet infrastructure integration guides, and API references via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
ucai,UCAI,,"[""[Website](https://github.com/nirholas/UCAI)"",""[Docs](https://github.com/nirholas/UCAI#readme)""]",smart-contract,Self-hosted,stdio,,None,,,,,FALSE,TRUE,"[""abi-to-mcp-generation"",""smart-contract-interaction""]","[""ABI"",""Smart contracts"",""EVM"",""DeFi"",""AI agents""]",Universal Contract AI Interface - open standard for connecting AI agents to blockchain via ABI-to-MCP server generation for smart contracts on EVM chains,Free,,$0,FALSE,FALSE
ulu-algorand-mcp,Nautilus Labs,,"[""[Website](https://nautilus.sh/)"",""[GitHub](https://github.com/NautilusOSS/UluAlgorandMCP)""]",analytics,Self-hosted,stdio,,None,,node,"[""/absolute/path/to/UluAlgorandMCP/index.js""]",,FALSE,FALSE,"[""protocol-discovery"",""application-identification"",""asset-identification"",""name-resolution""]","[""Algorand"",""ecosystem data"",""ASA"","".algo names"",""AI agents""]","Algorand-specific knowledge MCP server for curated protocol discovery, application and asset identification, and static .algo name resolution without wallet access or transaction submission.",Free,,$0,FALSE,FALSE
