slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
nodit-starter-plus-recent-state,Nodit,,"[""[Buy](https://www.nodit.io/pricing)"",""[Docs](https://developer.nodit.io/en/guides/nodit-overview/)""]",Starter Plus,Tiered,Pruned,RPC,EVM JSON-RPC,$10/mo,$1/1M CUs,FALSE,FALSE,"[""Elastic Node"",""Web3 Data API"",""Stream"",""Webhook"",""Datasquare""]","[""100M CUs/day"",""400 CU/s"",""2 project"",""2 API Key""]","[""Allowlist Control"",""Unique API keys for Projects Authorization"",""Webhook v2 Security"",""On-Chain Data Protection""]","[""Statistical Dashboard"",""Real-time Node Monitoring"",""Real-time Node Monitoring"",""Real-time Node Monitoring""]","[""Global""]","[""Testnet Faucets""]",,,99.90%,NULL,,NULL,,NULL,
nodit-starter-recent-state,Nodit,,"[""[Website](https://www.nodit.io/)"",""[Docs](https://developer.nodit.io/en/guides/nodit-overview/)""]",Starter,Free,Pruned,RPC,EVM JSON-RPC,$0,,FALSE,FALSE,"[""Elastic Node"",""Web3 Data API"",""Stream"",""Webhook"",""Datasquare""]","[""1M CUs/day"",""300 CU/s"",""1 project"",""1 API Key""]","[""Allowlist Control"",""Unique API keys for Projects Authorization"",""Webhook v2 Security"",""On-Chain Data Protection""]","[""Statistical Dashboard"",""Real-time Node Monitoring"",""Real-time Node Monitoring"",""Real-time Node Monitoring""]","[""Global""]","[""Testnet Faucets""]",,,99.90%,NULL,,NULL,,NULL,
noves-business-custom,Noves,,"[""[Buy](https://www.noves.fi/pricing)"",""[Docs](https://docs.noves.fi/reference/rpc-api-quickstart)""]",Business,Tiered,Custom,RPC,Custom,"$625/mo (monthly plan), $500/mo (annual plan)",,FALSE,TRUE,"[""Forsight API"",""Translate API"",""Streams API"",""Job API"",""Pricing API""]","[""45M Wus""]","[""Front-Running and Sandwich Bot Protection"",""Routing Transactions Validation"",""Detailed Transaction Pre-check""]","[""Transaction Simulation & Analysis"",""Real-time Smart Price Discovery"",""Advanced Fraud/Spam Filtering"",""Data Enrichment & Translation Engine""]","[""Global""]","[""Multichain Support"",""10,000+ Protocols"",""500,000+ Smartcontract"",""Autoscale usage"",""Higher Rate Limits""]",,,,NULL,NULL,NULL,NULL,NULL,
noves-developer-custom,Noves,,"[""[Buy](https://www.noves.fi/pricing)"",""[Docs](https://docs.noves.fi/reference/rpc-api-quickstart)""]",Developer,Tiered,Custom,RPC,Custom,"$250/mo (monthly plan), $200/mo (annual plan)",,FALSE,TRUE,"[""Forsight API"",""Translate API"",""Streams API"",""Job API"",""Pricing API""]","[""20M Wus""]","[""Front-Running and Sandwich Bot Protection"",""Routing Transactions Validation"",""Detailed Transaction Pre-check""]","[""Transaction Simulation & Analysis"",""Real-time Smart Price Discovery"",""Advanced Fraud/Spam Filtering"",""Data Enrichment & Translation Engine""]","[""Global""]","[""Multichain Support"",""10,000+ Protocols"",""500,000+ Smartcontract"",""Autoscale usage"",""Higher Rate Limits""]",,,,NULL,NULL,NULL,NULL,NULL,
noves-enterprise-custom,Noves,,"[""[Contact](https://www.noves.fi/pricing)"",""[Docs](https://docs.noves.fi/reference/rpc-api-quickstart)""]",,Enterprise,Custom,RPC,Custom,Custom,,FALSE,TRUE,"[""Forsight API"",""Translate API"",""Streams API"",""Job API"",""Pricing API""]","[""Custom""]","[""Front-Running and Sandwich Bot Protection"",""Routing Transactions Validation"",""Detailed Transaction Pre-check""]","[""Transaction Simulation & Analysis"",""Real-time Smart Price Discovery"",""Advanced Fraud/Spam Filtering"",""Data Enrichment & Translation Engine""]","[""Global""]","[""Multichain Support"",""10,000+ Protocols"",""500,000+ Smartcontract"",""Autoscale usage"",""Higher Rate Limits""]",,,,NULL,NULL,NULL,NULL,NULL,
noves-free-custom,Noves,,"[""[Website](https://www.noves.fi/)"",""[Docs](https://docs.noves.fi/reference/rpc-api-quickstart)""]",,Free,Custom,RPC,Custom,$0,,FALSE,TRUE,"[""Forsight API"",""Translate API"",""Streams API"",""Job API"",""Pricing API""]","[""300K Wus"",""1K reqs per day""]","[""Front-Running and Sandwich Bot Protection"",""Routing Transactions Validation"",""Detailed Transaction Pre-check""]","[""Transaction Simulation & Analysis"",""Real-time Smart Price Discovery"",""Advanced Fraud/Spam Filtering"",""Data Enrichment & Translation Engine""]","[""Global""]","[""Multichain Support"",""10,000+ Protocols"",""500,000+ Smartcontract"",""Autoscale usage"",""Higher Rate Limits""]",,,,NULL,NULL,NULL,NULL,NULL,
nownodes-business-recent-state,Nownodes,,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.gitbook.io/documentation)""]",Business,Tiered,Pruned,RPC,EVM JSON-RPC,"€200 (monthly plan), €2200 (yearly plan)",€50/€10/1M extra requests,FALSE,FALSE,"[""All read methods + MPoolPush""]","[""1M/30M reqs/mo"",""up to 3/up to 25 API keys""]","[""Domain name protection"",""Secure infrastructure with 24/7 monitoring""]","[""per-key analytics""]","[""Global""]",,,,99.95%,NULL,NULL,NULL,NULL,NULL,
nownodes-custom-recent-state,Nownodes,,"[""[Contact](https://account.nownodes.io/auth/login)"",""[Docs](https://nownodes.gitbook.io/documentation)""]",Custom,Enterprise,Pruned,RPC,EVM JSON-RPC,Custom,€5/1M extra requests,FALSE,FALSE,"[""All read methods + MPoolPush""]","[""100M req/mo, up to 100 API keys""]","[""Domain name protection"",""Secure infrastructure with 24/7 monitoring"",""Private RPC nodes""]","[""per-key analytics""]","[""Global""]",,,,99.95%,NULL,NULL,NULL,NULL,NULL,
nownodes-dedicated-recent-state,Nownodes,,"[""[Contact](https://account.nownodes.io/auth/login)"",""[Docs](https://nownodes.gitbook.io/documentation)""]",,Dedicated,Pruned,RPC,EVM JSON-RPC,up to €400,no overlimit charges,FALSE,FALSE,"[""All read methods + MPoolPush""]","[""Unlimited reqs/mo, no API keys - access via personal credentials""]","[""Domain name protection"",""Secure infrastructure with 24/7 monitoring"",""Private RPC nodes""]","[""per-key analytics""]","[""Global""]",,,,99.95%,NULL,NULL,NULL,NULL,NULL,
nownodes-enterprise-recent-state,Nownodes,,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.gitbook.io/documentation)""]",Enterprise,Tiered,Pruned,RPC,EVM JSON-RPC,"€500 (monthly plan), €5500 (yearly plan)",€5/1M extra requests,FALSE,FALSE,"[""All read methods + MPoolPush""]","[""100M req/mo, up to 100 API keys""]","[""Domain name protection"",""Secure infrastructure with 24/7 monitoring"",""Private RPC nodes""]","[""per-key analytics""]","[""Global""]",,,,99.95%,NULL,NULL,NULL,NULL,NULL,
nownodes-free-recent-state,Nownodes,,"[""[Website](https://nownodes.io/)"",""[Docs](https://nownodes.gitbook.io/documentation)""]",,Free,Pruned,RPC,EVM JSON-RPC,€0,€0,FALSE,FALSE,"[""All read methods + MPoolPush""]","[""100K reqs/mo"",""1 month only"",""1 API key/15 RPS limit""]","[""Domain name protection"",""Secure infrastructure with 24/7 monitoring""]","[""per-key analytics""]","[""Global""]",,,,99.95%,NULL,NULL,NULL,NULL,NULL,
nownodes-pro-recent-state,Nownodes,,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.gitbook.io/documentation)""]",Pro,Tiered,Pruned,RPC,EVM JSON-RPC,"€20 (monthly plan), €220 (yearly plan)",€50/€10/1M extra requests,FALSE,FALSE,"[""All read methods + MPoolPush""]","[""1M/30M reqs/mo"",""up to 3/up to 25 API keys""]","[""Domain name protection"",""Secure infrastructure with 24/7 monitoring""]","[""per-key analytics""]","[""Global""]",,,,99.95%,NULL,NULL,NULL,NULL,NULL,
omnia-enterprise-recent-state,Omnia,,"[""[Contact](https://docs.omniatech.io/pricing-plans)""]",Enterprise,Enterprise,Pruned,RPC,EVM JSON-RPC,Custom,Custom,FALSE,TRUE,"[""Public RPC Endpoints"",""Security Features"",""Infrastructure Tools"",""Specialized APIs""]","[""300M req/mo"",""500+ rps""]","[""Front-running and Sandwich Attack Protection"",""Honeypot and Scam Protection""]","[""Uptime and Availability Monitoring"",""Latency Metrics"",""HealthCheck Monitors"",""Data Integrity Checks""]","[""Global""]","[""Advanced Integration and Development Tools"",""AI and Intelligent Automation"",""Security and Compliance"",""Management and Administration""]",null,,99.99%,NULL,,NULL,,NULL,
omnia-free-recent-state,Omnia,,"[""[Website](https://omniatech.io/)"",""[Docs](https://docs.omniatech.io/)""]",Free,Free,Pruned,RPC,EVM JSON-RPC,$0,$0,FALSE,TRUE,"[""Public RPC Endpoints"",""Security Features"",""Infrastructure Tools"",""Specialized APIs""]","[""3M req/mo"",""50 rps""]","[""Front-running and Sandwich Attack Protection"",""Honeypot and Scam Protection""]","[""Uptime and Availability Monitoring"",""Latency Metrics"",""HealthCheck Monitors"",""Data Integrity Checks""]","[""Global""]","[""Advanced Integration and Development Tools"",""AI and Intelligent Automation"",""Security and Compliance"",""Management and Administration""]",null,,99.80%,NULL,,NULL,,NULL,
omnia-pro-elite-recent-state,Omnia,,"[""[Buy](https://docs.omniatech.io/pricing-plans)""]",Pro Elite,Tiered,Pruned,RPC,EVM JSON-RPC,$792/mo,$5.28/1M CUs,FALSE,TRUE,"[""Public RPC Endpoints"",""Security Features"",""Infrastructure Tools"",""Specialized APIs""]","[""150M req/mo"",""250 rps""]","[""Front-running and Sandwich Attack Protection"",""Honeypot and Scam Protection""]","[""Uptime and Availability Monitoring"",""Latency Metrics"",""HealthCheck Monitors"",""Data Integrity Checks""]","[""Global""]","[""Advanced Integration and Development Tools"",""AI and Intelligent Automation"",""Security and Compliance"",""Management and Administration""]",null,,98%,NULL,,NULL,,NULL,
omnia-pro-growth-recent-state,Omnia,,"[""[Buy](https://docs.omniatech.io/pricing-plans)""]",Pro Growth,Tiered,Pruned,RPC,EVM JSON-RPC,$79/mo,$2.633/1M CUs,FALSE,TRUE,"[""Public RPC Endpoints"",""Security Features"",""Infrastructure Tools"",""Specialized APIs""]","[""30M req/mo"",""100 rps""]","[""Front-running and Sandwich Attack Protection"",""Honeypot and Scam Protection""]","[""Uptime and Availability Monitoring"",""Latency Metrics"",""HealthCheck Monitors"",""Data Integrity Checks""]","[""Global""]","[""Advanced Integration and Development Tools"",""AI and Intelligent Automation"",""Security and Compliance"",""Management and Administration""]",null,,,NULL,,NULL,,NULL,
omnia-pro-recent-state,Omnia,,"[""[Buy](https://docs.omniatech.io/pricing-plans)""]",Pro,Tiered,Pruned,RPC,EVM JSON-RPC,$31/mo,$3.44/1M CUs,FALSE,TRUE,"[""Public RPC Endpoints"",""Security Features"",""Infrastructure Tools"",""Specialized APIs""]","[""9M req/mo"",""50 rps""]","[""Front-running and Sandwich Attack Protection"",""Honeypot and Scam Protection""]","[""Uptime and Availability Monitoring"",""Latency Metrics"",""HealthCheck Monitors"",""Data Integrity Checks""]","[""Global""]","[""Advanced Integration and Development Tools"",""AI and Intelligent Automation"",""Security and Compliance"",""Management and Administration""]",null,,,NULL,,NULL,,NULL,
onfinality-accelerate-full-archive,OnFinality,,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://documentation.onfinality.io/support/)""]",Accelerate,Tiered,Archive,RPC,EVM JSON-RPC,$249,$3.75/million extra units,FALSE,FALSE,"[""Network native APIs"",""Trace API""]","[""20M/100M API response units"",""200/500 response units/sec""]","[""DDoS Protection"",""IP Protection""]","[""Requests count monitoring"",""Response time monitoring"",""Geographical monitoring"",""Per method monitoring""]","[""N.Virginia"",""Ireland"",""Tokyo"",""Frankfurt""]",,,,,NULL,NULL,NULL,NULL,NULL,
onfinality-accelerate-trace,OnFinality,,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://documentation.onfinality.io/support/)""]",Accelerate,Tiered,Archive,Trace Node,Custom,$249,$3.75/million extra units,FALSE,FALSE,"[""Network native APIs"",""Trace API""]","[""20M/100M API response units"",""200/500 response units/sec""]","[""DDoS Protection"",""IP Protection""]","[""Requests count monitoring"",""Response time monitoring"",""Geographical monitoring"",""Per method monitoring""]","[""N.Virginia"",""Ireland"",""Tokyo"",""Frankfurt""]",,,,,NULL,NULL,NULL,NULL,NULL,
onfinality-dedicated-collator,OnFinality,,"[""[Contact](https://onfinality.io/en/pricing)"",""[Docs](https://documentation.onfinality.io/support/)""]",,Dedicated,Pruned,Collator Node,Custom,Custom,Custom,FALSE,FALSE,"[""Network native APIs"",""Trace API""]",,"[""DDoS Protection"",""IP Protection""]","[""Requests count monitoring"",""Response time monitoring"",""Geographical monitoring"",""Per method monitoring""]","[""N.Virginia"",""Ireland"",""Tokyo"",""Frankfurt""]",,,,,NULL,NULL,NULL,NULL,NULL,
onfinality-dedicated-full-archive,OnFinality,,"[""[Contact](https://onfinality.io/en/pricing)"",""[Docs](https://documentation.onfinality.io/support/)""]",,Dedicated,Archive,RPC,EVM JSON-RPC,Custom,Custom,FALSE,FALSE,"[""Network native APIs"",""Trace API""]",,"[""DDoS Protection"",""IP Protection""]","[""Requests count monitoring"",""Response time monitoring"",""Geographical monitoring"",""Per method monitoring""]","[""N.Virginia"",""Ireland"",""Tokyo"",""Frankfurt""]",,,,,NULL,NULL,NULL,NULL,NULL,
onfinality-dedicated-trace,OnFinality,,"[""[Contact](https://onfinality.io/en/pricing)"",""[Docs](https://documentation.onfinality.io/support/)""]",,Dedicated,Archive,Trace Node,Custom,Custom,Custom,FALSE,FALSE,"[""Network native APIs"",""Trace API""]",,"[""DDoS Protection"",""IP Protection""]","[""Requests count monitoring"",""Response time monitoring"",""Geographical monitoring"",""Per method monitoring""]","[""N.Virginia"",""Ireland"",""Tokyo"",""Frankfurt""]",,,,,NULL,NULL,NULL,NULL,NULL,
onfinality-developer-full-archive,OnFinality,,"[""[Website](https://onfinality.io/en)"",""[Docs](https://documentation.onfinality.io/support/)""]",,Free,Archive,RPC,EVM JSON-RPC,$0,$0,FALSE,FALSE,"[""Network native APIs"",""Trace API""]","[""400K API daily limit"",""40 response units/sec""]","[""DDoS Protection"",""IP Protection""]","[""Requests count monitoring"",""Response time monitoring"",""Geographical monitoring"",""Per method monitoring""]","[""N.Virginia"",""Ireland"",""Tokyo"",""Frankfurt""]",,,,,NULL,NULL,NULL,NULL,NULL,
onfinality-enterprise-full-archive,OnFinality,,"[""[Contact](https://onfinality.io/en/pricing)"",""[Docs](https://documentation.onfinality.io/support/)""]",,Enterprise,Archive,RPC,EVM JSON-RPC,Custom,Custom,FALSE,FALSE,"[""Network native APIs"",""Trace API""]","[""Unlimited response units"",""Custom limits""]","[""DDoS Protection"",""IP Protection""]","[""Requests count monitoring"",""Response time monitoring"",""Geographical monitoring"",""Per method monitoring""]","[""N.Virginia"",""Ireland"",""Tokyo"",""Frankfurt""]",,,,,NULL,NULL,NULL,NULL,NULL,
onfinality-enterprise-trace,OnFinality,,"[""[Contact](https://onfinality.io/en/pricing)"",""[Docs](https://documentation.onfinality.io/support/)""]",,Enterprise,Archive,Trace Node,Custom,Custom,Custom,FALSE,FALSE,"[""Network native APIs"",""Trace API""]","[""Unlimited response units"",""Custom limits""]","[""DDoS Protection"",""IP Protection""]","[""Requests count monitoring"",""Response time monitoring"",""Geographical monitoring"",""Per method monitoring""]","[""N.Virginia"",""Ireland"",""Tokyo"",""Frankfurt""]",,,,,NULL,NULL,NULL,NULL,NULL,
